Unnamed: 0,Unnamed: 0.1,Instances,Entity1ID,Entity2ID,Entity Pair,LabelInput,Pairs,Reverse,detail,label_index,means,word_x,positionInSentence_x,wordsInSentence_x,wordLen_x,relativePosition_x,posTag01_x,posTag02_x,posTag03_x,posTag04_x,posTag05_x,posTag06_x,posTag07_x,posTag08_x,posTag09_x,posTag10_x,posTag11_x,posTag12_x,lastLetterInt_x,firstLetterInt_x,word_y,positionInSentence_y,wordsInSentence_y,wordLen_y,relativePosition_y,posTag01_y,posTag02_y,posTag03_y,posTag04_y,posTag05_y,posTag06_y,posTag07_y,posTag08_y,posTag09_y,posTag10_y,posTag11_y,posTag12_y,lastLetterInt_y,firstLetterInt_y
1268,1268,"['word', 'sense', 'disambiguation', 'performance', 'using', 'standard', 'and', 'datasets']",I05-2021.3,I05-2021.5,"(I05-2021.3,I05-2021.5)",0,"['I05-2021.3', 'I05-2021.5']",none,none,-1,-0.001343500388296027,word sense disambiguation performance,19.0,28.0,37.0,0.7142857142857143,9.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,119.0,datasets,24.0,28.0,8.0,0.8928571428571429,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0
1269,1269,"['word', 'sense', 'disambiguation', 'performance', 'using', 'standard', 'and', 'from', 'the', 'Senseval-3', 'Chinese', 'lexical', 'sample', 'task']",I05-2021.3,I05-2021.6,"(I05-2021.3,I05-2021.6)",0,"['I05-2021.3', 'I05-2021.6']",none,none,-1,-0.0022233735312495308,word sense disambiguation performance,19.0,28.0,37.0,0.7142857142857143,9.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,119.0,Senseval-3 Chinese lexical sample task,27.0,28.0,38.0,1.0,9.0,6.0,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,107.0,83.0
1270,1270,"['WSD', 'evaluation', 'methodology', 'and', 'datasets']",I05-2021.4,I05-2021.5,"(I05-2021.4,I05-2021.5)",0,"['I05-2021.4', 'I05-2021.5']",none,none,-1,-0.0021175974571343635,WSD evaluation methodology,22.0,28.0,26.0,0.8214285714285714,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,87.0,datasets,24.0,28.0,8.0,0.8928571428571429,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0
1271,1271,"['WSD', 'evaluation', 'methodology', 'and', 'from', 'the', 'Senseval-3', 'Chinese', 'lexical', 'sample', 'task']",I05-2021.4,I05-2021.6,"(I05-2021.4,I05-2021.6)",0,"['I05-2021.4', 'I05-2021.6']",none,none,-1,-0.002917750892894609,WSD evaluation methodology,22.0,28.0,26.0,0.8214285714285714,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,87.0,Senseval-3 Chinese lexical sample task,27.0,28.0,38.0,1.0,9.0,6.0,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,107.0,83.0
1272,1272,"['datasets', 'from', 'the', 'Senseval-3', 'Chinese', 'lexical', 'sample', 'task']",I05-2021.5,I05-2021.6,"(I05-2021.5,I05-2021.6)",0,"['I05-2021.5', 'I05-2021.6']",none,none,-1,-0.0026839342136932504,datasets,24.0,28.0,8.0,0.8928571428571429,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,Senseval-3 Chinese lexical sample task,27.0,28.0,38.0,1.0,9.0,6.0,6.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,107.0,83.0
1273,1273,"['word', 'sense', 'disambiguation', '(WSD)', 'models', 'in', 'particular', 'with', 'the', 'Senseval']",I05-2021.7,I05-2021.8,"(I05-2021.7,I05-2021.8)",0,"['I05-2021.7', 'I05-2021.8']",none,none,-1,-0.0022342179631287197,word sense disambiguation WSD models,10.0,19.0,36.0,0.5789473684210527,9.0,9.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,119.0,Senseval,15.0,19.0,8.0,0.8421052631578947,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,108.0,83.0
1274,1274,"['BLEU', 'scores', 'of', 'statistical', 'machine', 'translation', '(SMT)']",I05-2021.9,I05-2021.10,"(I05-2021.9,I05-2021.10)",0,"['I05-2021.9', 'I05-2021.10']",none,none,-1,-0.002125710710748896,BLEU scores,9.0,27.0,11.0,0.3703703703703704,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,66.0,statistical machine translation SMT,11.0,27.0,35.0,0.4444444444444444,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.0,115.0
1275,1275,"['BLEU', 'scores', 'of', 'suggests', 'that', 'SMT', 'models']",I05-2021.9,I05-2021.11,"(I05-2021.9,I05-2021.11)",0,"['I05-2021.9', 'I05-2021.11']",none,none,-1,-0.001879922184136396,BLEU scores,9.0,27.0,11.0,0.3703703703703704,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,66.0,SMT models,14.0,27.0,10.0,0.5555555555555556,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0
1276,1276,"['BLEU', 'scores', 'of', 'suggests', 'that', 'are', 'good', 'at', 'predicting', 'the', 'right', 'translation']",I05-2021.9,I05-2021.12,"(I05-2021.9,I05-2021.12)",0,"['I05-2021.9', 'I05-2021.12']",none,none,-1,-0.002419684886932373,BLEU scores,9.0,27.0,11.0,0.3703703703703704,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,66.0,translation,21.0,27.0,11.0,0.8148148148148148,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,116.0
1277,1277,"['BLEU', 'scores', 'of', 'suggests', 'that', 'are', 'good', 'at', 'predicting', 'the', 'right', 'of', 'the', 'words']",I05-2021.9,I05-2021.13,"(I05-2021.9,I05-2021.13)",0,"['I05-2021.9', 'I05-2021.13']",none,none,-1,-0.002442313072688219,BLEU scores,9.0,27.0,11.0,0.3703703703703704,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,66.0,words,24.0,27.0,5.0,0.925925925925926,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,119.0
1278,1278,"['BLEU', 'scores', 'of', 'suggests', 'that', 'are', 'good', 'at', 'predicting', 'the', 'right', 'of', 'the', 'in', 'source', 'language', 'sentences']",I05-2021.9,I05-2021.14,"(I05-2021.9,I05-2021.14)",0,"['I05-2021.9', 'I05-2021.14']",none,none,-1,-0.002718300542042025,BLEU scores,9.0,27.0,11.0,0.3703703703703704,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,66.0,source language sentences,26.0,27.0,25.0,1.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
1279,1279,"['statistical', 'machine', 'translation', '(SMT)', 'suggests', 'that', 'SMT', 'models']",I05-2021.10,I05-2021.11,"(I05-2021.10,I05-2021.11)",0,"['I05-2021.10', 'I05-2021.11']",none,none,-1,-0.0018648956744606927,statistical machine translation SMT,11.0,27.0,35.0,0.4444444444444444,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.0,115.0,SMT models,14.0,27.0,10.0,0.5555555555555556,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0
1280,1280,"['statistical', 'machine', 'translation', '(SMT)', 'suggests', 'that', 'are', 'good', 'at', 'predicting', 'the', 'right', 'translation']",I05-2021.10,I05-2021.12,"(I05-2021.10,I05-2021.12)",0,"['I05-2021.10', 'I05-2021.12']",none,none,-1,-0.002306882411825891,statistical machine translation SMT,11.0,27.0,35.0,0.4444444444444444,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.0,115.0,translation,21.0,27.0,11.0,0.8148148148148148,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,116.0
1281,1281,"['statistical', 'machine', 'translation', '(SMT)', 'suggests', 'that', 'are', 'good', 'at', 'predicting', 'the', 'right', 'of', 'the', 'words']",I05-2021.10,I05-2021.13,"(I05-2021.10,I05-2021.13)",0,"['I05-2021.10', 'I05-2021.13']",none,none,-1,-0.002330918181470502,statistical machine translation SMT,11.0,27.0,35.0,0.4444444444444444,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.0,115.0,words,24.0,27.0,5.0,0.925925925925926,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,119.0
1282,1282,"['statistical', 'machine', 'translation', '(SMT)', 'suggests', 'that', 'are', 'good', 'at', 'predicting', 'the', 'right', 'of', 'the', 'in', 'source', 'language', 'sentences']",I05-2021.10,I05-2021.14,"(I05-2021.10,I05-2021.14)",0,"['I05-2021.10', 'I05-2021.14']",none,none,-1,-0.002586271149771554,statistical machine translation SMT,11.0,27.0,35.0,0.4444444444444444,6.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.0,115.0,source language sentences,26.0,27.0,25.0,1.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
1283,1283,"['SMT', 'models', 'are', 'good', 'at', 'predicting', 'the', 'right', 'translation']",I05-2021.11,I05-2021.12,"(I05-2021.11,I05-2021.12)",0,"['I05-2021.11', 'I05-2021.12']",none,none,-1,-0.0026198999565767954,SMT models,14.0,27.0,10.0,0.5555555555555556,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0,translation,21.0,27.0,11.0,0.8148148148148148,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,116.0
1284,1284,"['SMT', 'models', 'are', 'good', 'at', 'predicting', 'the', 'right', 'of', 'the', 'words']",I05-2021.11,I05-2021.13,"(I05-2021.11,I05-2021.13)",0,"['I05-2021.11', 'I05-2021.13']",none,none,-1,-0.00263374431486483,SMT models,14.0,27.0,10.0,0.5555555555555556,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0,words,24.0,27.0,5.0,0.925925925925926,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,119.0
1285,1285,"['SMT', 'models', 'are', 'good', 'at', 'predicting', 'the', 'right', 'of', 'the', 'in', 'source', 'language', 'sentences']",I05-2021.11,I05-2021.14,"(I05-2021.11,I05-2021.14)",0,"['I05-2021.11', 'I05-2021.14']",none,none,-1,-0.0029205995048981553,SMT models,14.0,27.0,10.0,0.5555555555555556,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0,source language sentences,26.0,27.0,25.0,1.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
1286,1286,"['translation', 'of', 'the', 'words']",I05-2021.12,I05-2021.13,"(I05-2021.12,I05-2021.13)",1,"['I05-2021.12', 'I05-2021.13']",False,MODEL-FEATURE,2,-0.0021387704965230587,translation,21.0,27.0,11.0,0.8148148148148148,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,116.0,words,24.0,27.0,5.0,0.925925925925926,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,119.0
1287,1287,"['translation', 'of', 'the', 'in', 'source', 'language', 'sentences']",I05-2021.12,I05-2021.14,"(I05-2021.12,I05-2021.14)",0,"['I05-2021.12', 'I05-2021.14']",none,none,-1,-0.00287551680624773,translation,21.0,27.0,11.0,0.8148148148148148,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,110.0,116.0,source language sentences,26.0,27.0,25.0,1.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
1288,1288,"['words', 'in', 'source', 'language', 'sentences']",I05-2021.13,I05-2021.14,"(I05-2021.13,I05-2021.14)",0,"['I05-2021.13', 'I05-2021.14']",none,none,-1,-0.002334874526659648,words,24.0,27.0,5.0,0.925925925925926,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,119.0,source language sentences,26.0,27.0,25.0,1.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,115.0
1289,1289,"['WSD', 'accuracy']",I05-2021.15,I05-2021.16,"(I05-2021.15,I05-2021.16)",0,"['I05-2021.15', 'I05-2021.16']",none,none,-1,-0.001071092036732456,WSD,3.0,19.0,3.0,0.21052631578947367,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,68.0,87.0,accuracy,4.0,19.0,8.0,0.2631578947368421,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,97.0
1290,1290,"['WSD', 'of', 'SMT', 'models']",I05-2021.15,I05-2021.17,"(I05-2021.15,I05-2021.17)",0,"['I05-2021.15', 'I05-2021.17']",none,none,-1,-0.0022045476171705463,WSD,3.0,19.0,3.0,0.21052631578947367,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,68.0,87.0,SMT models,6.0,19.0,10.0,0.3684210526315789,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0
1291,1291,"['WSD', 'of', 'has', 'never', 'been', 'evaluated', 'and', 'compared', 'with', 'that', 'of', 'the', 'dedicated', 'WSD', 'models']",I05-2021.15,I05-2021.18,"(I05-2021.15,I05-2021.18)",0,"['I05-2021.15', 'I05-2021.18']",none,none,-1,-0.0027294660794238237,WSD,3.0,19.0,3.0,0.21052631578947367,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,68.0,87.0,WSD models,18.0,19.0,10.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,87.0
1292,1292,"['accuracy', 'of', 'SMT', 'models']",I05-2021.16,I05-2021.17,"(I05-2021.16,I05-2021.17)",1,"['I05-2021.16', 'I05-2021.17']",True,RESULT,5,-0.0014295176097324914,accuracy,4.0,19.0,8.0,0.2631578947368421,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,97.0,SMT models,6.0,19.0,10.0,0.3684210526315789,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0
1293,1293,"['accuracy', 'of', 'has', 'never', 'been', 'evaluated', 'and', 'compared', 'with', 'that', 'of', 'the', 'dedicated', 'WSD', 'models']",I05-2021.16,I05-2021.18,"(I05-2021.16,I05-2021.18)",0,"['I05-2021.16', 'I05-2021.18']",none,none,-1,-0.002505777037532108,accuracy,4.0,19.0,8.0,0.2631578947368421,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,97.0,WSD models,18.0,19.0,10.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,87.0
1294,1294,"['SMT', 'models', 'has', 'never', 'been', 'evaluated', 'and', 'compared', 'with', 'that', 'of', 'the', 'dedicated', 'WSD', 'models']",I05-2021.17,I05-2021.18,"(I05-2021.17,I05-2021.18)",0,"['I05-2021.17', 'I05-2021.18']",none,none,-1,-0.0026454306190664104,SMT models,6.0,19.0,10.0,0.3684210526315789,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0,WSD models,18.0,19.0,10.0,1.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,87.0
1295,1295,"['WSD', 'accuracy']",I05-2021.19,I05-2021.20,"(I05-2021.19,I05-2021.20)",0,"['I05-2021.19', 'I05-2021.20']",none,none,-1,-0.001071092036732456,WSD,6.0,24.0,3.0,0.2916666666666667,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,68.0,87.0,accuracy,7.0,24.0,8.0,0.3333333333333333,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,97.0
1296,1296,"['WSD', 'of', 'current', 'typical', 'SMT', 'models']",I05-2021.19,I05-2021.21,"(I05-2021.19,I05-2021.21)",0,"['I05-2021.19', 'I05-2021.21']",none,none,-1,-0.002473331987857819,WSD,6.0,24.0,3.0,0.2916666666666667,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,68.0,87.0,SMT models,11.0,24.0,10.0,0.5,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0
1297,1297,"['WSD', 'of', 'current', 'typical', 'to', 'be', 'significantly', 'lower', 'than', 'that', 'of', 'all', 'the', 'dedicated', 'WSD', 'models']",I05-2021.19,I05-2021.22,"(I05-2021.19,I05-2021.22)",0,"['I05-2021.19', 'I05-2021.22']",none,none,-1,-0.002675659293465191,WSD,6.0,24.0,3.0,0.2916666666666667,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,68.0,87.0,WSD models,22.0,24.0,10.0,0.9583333333333334,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,87.0
1298,1298,"['accuracy', 'of', 'current', 'typical', 'SMT', 'models']",I05-2021.20,I05-2021.21,"(I05-2021.20,I05-2021.21)",0,"['I05-2021.20', 'I05-2021.21']",none,none,-1,-0.001973858792879429,accuracy,7.0,24.0,8.0,0.3333333333333333,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,121.0,97.0,SMT models,11.0,24.0,10.0,0.5,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,83.0
