Unnamed: 0,Unnamed: 0.1,Instances,Entity1ID,Entity2ID,Entity Pair,LabelInput,Pairs,Reverse,detail,label_index,means,word_x,positionInSentence_x,wordsInSentence_x,wordLen_x,relativePosition_x,posTag01_x,posTag02_x,posTag03_x,posTag04_x,posTag05_x,posTag06_x,posTag07_x,posTag08_x,posTag09_x,posTag10_x,posTag11_x,posTag12_x,lastLetterInt_x,firstLetterInt_x,word_y,positionInSentence_y,wordsInSentence_y,wordLen_y,relativePosition_y,posTag01_y,posTag02_y,posTag03_y,posTag04_y,posTag05_y,posTag06_y,posTag07_y,posTag08_y,posTag09_y,posTag10_y,posTag11_y,posTag12_y,lastLetterInt_y,firstLetterInt_y
29,29,"['mixed-initiative', 'speech', 'dialogue', 'interactions', 'which', 'reach', 'beyond', 'current', 'capabilities', 'in', 'the', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'for', 'dialogue', 'systems']",H01-1017.1,H01-1017.5,"(H01-1017.1,H01-1017.5)",0,"['H01-1017.1', 'H01-1017.5']",none,none,-1,-0.002861635619347246,mixed-initiative speech dialogue interactions,7.0,33.0,45.0,0.2424242424242425,6.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,109.0,dialogue systems,26.0,33.0,16.0,0.8181818181818182,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0
30,30,"['mixed-initiative', 'speech', 'dialogue', 'interactions', 'which', 'reach', 'beyond', 'current', 'capabilities', 'in', 'the', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'for', 'which', 'all', 'Communicator']",H01-1017.1,H01-1017.6,"(H01-1017.1,H01-1017.6)",0,"['H01-1017.1', 'H01-1017.6']",none,none,-1,-0.003033731335585336,mixed-initiative speech dialogue interactions,7.0,33.0,45.0,0.2424242424242425,6.0,9.0,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,109.0,Communicator,29.0,33.0,12.0,0.9090909090909092,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,67.0
31,31,"['dialogue', 'systems', 'the', 'DARPA', 'Communicator', 'program']",H01-1017.2,H01-1017.3,"(H01-1017.2,H01-1017.3)",0,"['H01-1017.2', 'H01-1017.3']",none,none,-1,-0.0019906064378263804,dialogue systems,14.0,33.0,16.0,0.4545454545454545,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,DARPA Communicator program,16.0,33.0,26.0,0.5151515151515151,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,68.0
32,32,"['dialogue', 'systems', 'the', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'distributed', 'message-passing', 'infrastructure']",H01-1017.2,H01-1017.4,"(H01-1017.2,H01-1017.4)",0,"['H01-1017.2', 'H01-1017.4']",none,none,-1,-0.002313507776017543,dialogue systems,14.0,33.0,16.0,0.4545454545454545,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,distributed message-passing infrastructure,24.0,33.0,42.0,0.7575757575757576,18.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,100.0
33,33,"['dialogue', 'systems', 'the', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'for', 'dialogue', 'systems']",H01-1017.2,H01-1017.5,"(H01-1017.2,H01-1017.5)",0,"['H01-1017.2', 'H01-1017.5']",none,none,-1,-0.002151883873131757,dialogue systems,14.0,33.0,16.0,0.4545454545454545,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,dialogue systems,26.0,33.0,16.0,0.8181818181818182,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0
34,34,"['dialogue', 'systems', 'the', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'for', 'which', 'all', 'Communicator']",H01-1017.2,H01-1017.6,"(H01-1017.2,H01-1017.6)",0,"['H01-1017.2', 'H01-1017.6']",none,none,-1,-0.002498857104444625,dialogue systems,14.0,33.0,16.0,0.4545454545454545,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,Communicator,29.0,33.0,12.0,0.9090909090909092,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,67.0
35,35,"['DARPA', 'Communicator', 'program', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'distributed', 'message-passing', 'infrastructure']",H01-1017.3,H01-1017.4,"(H01-1017.3,H01-1017.4)",0,"['H01-1017.3', 'H01-1017.4']",none,none,-1,-0.002390970402750477,DARPA Communicator program,16.0,33.0,26.0,0.5151515151515151,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,68.0,distributed message-passing infrastructure,24.0,33.0,42.0,0.7575757575757576,18.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,100.0
36,36,"['DARPA', 'Communicator', 'program', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'for', 'dialogue', 'systems']",H01-1017.3,H01-1017.5,"(H01-1017.3,H01-1017.5)",0,"['H01-1017.3', 'H01-1017.5']",none,none,-1,-0.0022445156193037987,DARPA Communicator program,16.0,33.0,26.0,0.5151515151515151,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,68.0,dialogue systems,26.0,33.0,16.0,0.8181818181818182,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0
37,37,"['DARPA', 'Communicator', 'program', '[1]', 'is', 'funding', 'the', 'development', 'of', 'a', 'for', 'which', 'all', 'Communicator']",H01-1017.3,H01-1017.6,"(H01-1017.3,H01-1017.6)",0,"['H01-1017.3', 'H01-1017.6']",none,none,-1,-0.002582544464655597,DARPA Communicator program,16.0,33.0,26.0,0.5151515151515151,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,109.0,68.0,Communicator,29.0,33.0,12.0,0.9090909090909092,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,67.0
38,38,"['distributed', 'message-passing', 'infrastructure', 'for', 'dialogue', 'systems']",H01-1017.4,H01-1017.5,"(H01-1017.4,H01-1017.5)",1,"['H01-1017.4', 'H01-1017.5']",False,MODEL-FEATURE,2,-0.002026317502424969,distributed message-passing infrastructure,24.0,33.0,42.0,0.7575757575757576,18.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,100.0,dialogue systems,26.0,33.0,16.0,0.8181818181818182,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0
39,39,"['distributed', 'message-passing', 'infrastructure', 'for', 'which', 'all', 'Communicator']",H01-1017.4,H01-1017.6,"(H01-1017.4,H01-1017.6)",0,"['H01-1017.4', 'H01-1017.6']",none,none,-1,-0.00253822509185735,distributed message-passing infrastructure,24.0,33.0,42.0,0.7575757575757576,18.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,100.0,Communicator,29.0,33.0,12.0,0.9090909090909092,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,67.0
40,40,"['dialogue', 'systems', 'which', 'all', 'Communicator']",H01-1017.5,H01-1017.6,"(H01-1017.5,H01-1017.6)",0,"['H01-1017.5', 'H01-1017.6']",none,none,-1,-0.002203870462648797,dialogue systems,26.0,33.0,16.0,0.8181818181818182,9.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,100.0,Communicator,29.0,33.0,12.0,0.9090909090909092,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,114.0,67.0
41,41,"['requirements', 'for', 'a', 'genuinely', 'useful', 'software', 'infrastructure']",H01-1017.7,H01-1017.8,"(H01-1017.7,H01-1017.8)",0,"['H01-1017.7', 'H01-1017.8']",none,none,-1,-0.0038724896790068852,requirements,9.0,18.0,12.0,0.5555555555555556,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,115.0,114.0,software infrastructure,14.0,18.0,23.0,0.8333333333333334,9.0,9.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,101.0,115.0
